omega_eV,CsGeCl3_d0.1,CsGeCl3_d0.15,CsGeCl3_d0.2,CsGeBr3_d0.1,CsGeBr3_d0.15,CsGeBr3_d0.2,CsGeI3_d0.1,CsGeI3_d0.15,CsGeI3_d0.2,CsSnCl3_d0.1,CsSnCl3_d0.15,CsSnCl3_d0.2,CsSnBr3_d0.1,CsSnBr3_d0.15,CsSnBr3_d0.2,CsSnI3_d0.1,CsSnI3_d0.15,CsSnI3_d0.2,CsPbCl3_d0.1,CsPbCl3_d0.15,CsPbCl3_d0.2,CsPbBr3_d0.1,CsPbBr3_d0.15,CsPbBr3_d0.2,CsPbI3_d0.1,CsPbI3_d0.15,CsPbI3_d0.2
2.02910,-4.811075e-02,-7.923678e-02,-5.288765e-02,-5.110033e-01,-6.979059e-01,-7.914661e-01,-1.320736e+00,-2.027853e+00,-2.734162e+00,-1.537617e-01,-2.207782e-01,-2.611670e-01,-8.880472e-01,-1.277938e+00,-1.590611e+00,-1.515043e+00,-2.264379e+00,-3.009319e+00,-4.130928e-03,-6.057957e-03,-7.768208e-03,-1.231310e-01,-1.787596e-01,-2.246636e-01,-5.556963e-01,-8.363985e-01,-1.080870e+00
2.04482,-5.076681e-02,-8.390026e-02,-5.552581e-02,-5.215119e-01,-7.137543e-01,-8.122028e-01,-1.277715e+00,-1.969106e+00,-2.668172e+00,-1.553040e-01,-2.240257e-01,-2.670219e-01,-8.902176e-01,-1.283042e+00,-1.601395e+00,-1.486125e+00,-2.220165e+00,-2.943872e+00,-4.464655e-03,-6.525859e-03,-8.335702e-03,-1.232347e-01,-1.803082e-01,-2.275846e-01,-5.451769e-01,-8.253031e-01,-1.070187e+00
2.06054,-5.305590e-02,-8.736764e-02,-5.836549e-02,-5.320234e-01,-7.296408e-01,-8.333037e-01,-1.235048e+00,-1.910387e+00,-2.600610e+00,-1.564873e-01,-2.263953e-01,-2.721687e-01,-8.923527e-01,-1.287661e+00,-1.611296e+00,-1.457393e+00,-2.178164e+00,-2.883306e+00,-4.848554e-03,-7.063365e-03,-8.986028e-03,-1.244361e-01,-1.820000e-01,-2.307881e-01,-5.337953e-01,-8.134077e-01,-1.058771e+00
2.07625,-5.499415e-02,-8.938797e-02,-6.149876e-02,-5.424665e-01,-7.454997e-01,-8.545954e-01,-1.192585e+00,-1.852093e+00,-2.532146e+00,-1.581180e-01,-2.286297e-01,-2.766552e-01,-8.943116e-01,-1.292231e+00,-1.620531e+00,-1.427755e+00,-2.136753e+00,-2.827165e+00,-5.290417e-03,-7.682000e-03,-9.733783e-03,-1.269818e-01,-1.842047e-01,-2.339884e-01,-5.214881e-01,-8.006383e-01,-1.046777e+00
2.09197,-5.676337e-02,-9.023519e-02,-6.505628e-02,-5.528279e-01,-7.613606e-01,-8.759501e-01,-1.150210e+00,-1.794288e+00,-2.463415e+00,-1.607273e-01,-2.315606e-01,-2.809502e-01,-8.959435e-01,-1.296876e+00,-1.629398e+00,-1.396309e+00,-2.094502e+00,-2.773769e+00,-5.797143e-03,-8.392798e-03,-1.059406e-02,-1.302195e-01,-1.869835e-01,-2.369547e-01,-5.081376e-01,-7.870270e-01,-1.034192e+00
2.10769,-5.859103e-02,-9.061131e-02,-6.920314e-02,-5.631322e-01,-7.772657e-01,-8.973497e-01,-1.107945e+00,-1.736804e+00,-2.394866e+00,-1.642564e-01,-2.355926e-01,-2.856287e-01,-8.972366e-01,-1.301384e+00,-1.638287e+00,-1.362729e+00,-2.050127e+00,-2.720929e+00,-6.372854e-03,-9.203941e-03,-1.158020e-02,-1.330229e-01,-1.900363e-01,-2.396698e-01,-4.936240e-01,-7.726354e-01,-1.020951e+00
2.12341,-6.065428e-02,-9.127640e-02,-7.410344e-02,-5.733108e-01,-7.931939e-01,-9.188521e-01,-1.065809e+00,-1.679485e+00,-2.326662e+00,-1.680746e-01,-2.404549e-01,-2.909993e-01,-8.982283e-01,-1.305414e+00,-1.647360e+00,-1.327529e+00,-2.002860e+00,-2.666660e+00,-7.016664e-03,-1.011752e-02,-1.270007e-02,-1.345625e-01,-1.928756e-01,-2.423138e-01,-4.778717e-01,-7.574422e-01,-1.007070e+00
2.13913,-6.304524e-02,-9.272220e-02,-7.983878e-02,-5.831456e-01,-8.090073e-01,-9.404749e-01,-1.023625e+00,-1.622312e+00,-2.258649e+00,-1.713869e-01,-2.453958e-01,-2.969382e-01,-8.988226e-01,-1.308669e+00,-1.656294e+00,-1.291873e+00,-1.953009e+00,-2.609599e+00,-7.721099e-03,-1.112658e-02,-1.395171e-02,-1.348910e-01,-1.951599e-01,-2.451423e-01,-4.607886e-01,-7.413192e-01,-9.926326e-01
2.15485,-6.577232e-02,-9.506793e-02,-8.632193e-02,-5.923643e-01,-8.244500e-01,-9.621287e-01,-9.810453e-01,-1.565253e+00,-2.190502e+00,-1.737740e-01,-2.496860e-01,-3.029978e-01,-8.988321e-01,-1.310948e+00,-1.664452e+00,-1.257006e+00,-1.902032e+00,-2.549359e+00,-8.472278e-03,-1.221419e-02,-1.532034e-02,-1.349124e-01,-1.969628e-01,-2.483256e-01,-4.421537e-01,-7.241306e-01,-9.776685e-01
2.17057,-6.876897e-02,-9.813895e-02,-9.326782e-02,-6.007523e-01,-8.392524e-01,-9.836287e-01,-9.377491e-01,-1.508042e+00,-2.122007e+00,-1.754547e-01,-2.530815e-01,-3.087036e-01,-8.982018e-01,-1.312203e+00,-1.671264e+00,-1.223799e+00,-1.851895e+00,-2.486776e+00,-9.252196e-03,-1.335573e-02,-1.677895e-02,-1.357591e-01,-1.987403e-01,-2.518239e-01,-4.215948e-01,-7.058244e-01,-9.621081e-01
2.18629,-7.189982e-02,-1.016305e-01,-1.002397e-01,-6.081662e-01,-8.532355e-01,-1.004746e+00,-8.935446e-01,-1.450192e+00,-2.053153e+00,-1.770969e-01,-2.559518e-01,-3.138734e-01,-8.970482e-01,-1.312599e+00,-1.676471e+00,-1.192656e+00,-1.804147e+00,-2.423676e+00,-1.004268e-02,-1.452384e-02,-1.829313e-02,-1.380212e-01,-2.010081e-01,-2.554114e-01,-3.986965e-01,-6.863386e-01,-9.458735e-01
2.20201,-7.499804e-02,-1.052560e-01,-1.067726e-01,-6.144944e-01,-8.662572e-01,-1.025308e+00,-8.482941e-01,-1.391220e+00,-1.983893e+00,-1.793419e-01,-2.590094e-01,-3.187360e-01,-8.954537e-01,-1.312407e+00,-1.680208e+00,-1.163604e+00,-1.759363e+00,-2.362113e+00,-1.082966e-02,-1.569446e-02,-1.982824e-02,-1.413631e-01,-2.039880e-01,-2.588651e-01,-3.731531e-01,-6.654276e-01,-9.289367e-01
2.21773,-7.794410e-02,-1.088196e-01,-1.125539e-01,-6.196451e-01,-8.780943e-01,-1.045268e+00,-8.018634e-01,-1.330834e+00,-1.913853e+00,-1.823858e-01,-2.628132e-01,-3.237495e-01,-8.933221e-01,-1.311736e+00,-1.682940e+00,-1.136293e+00,-1.717274e+00,-2.303529e+00,-1.160471e-02,-1.685117e-02,-2.135617e-02,-1.447633e-01,-2.074694e-01,-2.621429e-01,-3.449116e-01,-6.427055e-01,-9.112438e-01
2.23344,-8.072876e-02,-1.122302e-01,-1.175468e-01,-6.235326e-01,-8.884638e-01,-1.064587e+00,-7.542299e-01,-1.268961e+00,-1.842379e+00,-1.858853e-01,-2.673861e-01,-3.292570e-01,-8.904070e-01,-1.310337e+00,-1.685160e+00,-1.109974e+00,-1.677239e+00,-2.248314e+00,-1.236274e-02,-1.798452e-02,-2.285864e-02,-1.471962e-01,-2.109434e-01,-2.653822e-01,-3.143129e-01,-6.179093e-01,-8.925929e-01
2.24916,-8.343254e-02,-1.154906e-01,-1.219531e-01,-6.260035e-01,-8.971400e-01,-1.083052e+00,-7.055789e-01,-1.205733e+00,-1.768947e+00,-1.892337e-01,-2.722404e-01,-3.352453e-01,-8.863501e-01,-1.307627e+00,-1.686896e+00,-1.083706e+00,-1.638554e+00,-2.195930e+00,-1.309846e-02,-1.908765e-02,-2.432494e-02,-1.483159e-01,-2.139228e-01,-2.687673e-01,-2.821321e-01,-5.910983e-01,-8.726443e-01
2.26488,-8.611943e-02,-1.186648e-01,-1.260564e-01,-6.267928e-01,-9.039485e-01,-1.100286e+00,-6.561807e-01,-1.141499e+00,-1.693540e+00,-1.919876e-01,-2.767702e-01,-3.413840e-01,-8.807309e-01,-1.302874e+00,-1.687410e+00,-1.056823e+00,-1.600512e+00,-2.145520e+00,-1.380508e-02,-2.015276e-02,-2.574715e-02,-1.486818e-01,-2.162753e-01,-2.724097e-01,-2.493787e-01,-5.626285e-01,-8.511294e-01
2.28060,-8.875658e-02,-1.218257e-01,-1.300676e-01,-6.256284e-01,-9.086211e-01,-1.115949e+00,-6.061291e-01,-1.076750e+00,-1.616674e+00,-1.941209e-01,-2.806464e-01,-3.472839e-01,-8.732817e-01,-1.295456e+00,-1.685414e+00,-1.029310e+00,-1.562499e+00,-2.096463e+00,-1.447726e-02,-2.117189e-02,-2.711732e-02,-1.493590e-01,-2.183410e-01,-2.762889e-01,-2.169242e-01,-5.329770e-01,-8.280774e-01
2.29632,-9.126564e-02,-1.250145e-01,-1.340802e-01,-6.223979e-01,-9.107437e-01,-1.129828e+00,-5.551819e-01,-1.011874e+00,-1.539089e+00,-1.959625e-01,-2.839487e-01,-3.527415e-01,-8.641493e-01,-1.285157e+00,-1.679707e+00,-1.001667e+00,-1.524219e+00,-2.048494e+00,-1.511733e-02,-2.214261e-02,-2.842903e-02,-1.511918e-01,-2.207101e-01,-2.802766e-01,-1.852494e-01,-5.025393e-01,-8.038149e-01
2.31204,-9.364588e-02,-1.282499e-01,-1.381497e-01,-6.172126e-01,-9.099215e-01,-1.141680e+00,-5.027851e-01,-9.468916e-01,-1.461446e+00,-1.979600e-01,-2.870578e-01,-3.578131e-01,-8.539278e-01,-1.272404e+00,-1.669833e+00,-9.743611e-01,-1.485791e+00,-2.001433e+00,-1.573764e-02,-2.307407e-02,-2.968273e-02,-1.542767e-01,-2.238147e-01,-2.842535e-01,-1.545138e-01,-4.714941e-01,-7.787623e-01
2.32776,-9.602153e-02,-1.315700e-01,-1.423870e-01,-6.103077e-01,-9.059787e-01,-1.151015e+00,-4.482135e-01,-8.813843e-01,-1.384154e+00,-2.004665e-01,-2.904472e-01,-3.627440e-01,-8.434483e-01,-1.258211e+00,-1.656324e+00,-9.473781e-01,-1.447479e+00,-1.954936e+00,-1.635157e-02,-2.398360e-02,-3.088964e-02,-1.579655e-01,-2.276489e-01,-2.882231e-01,-1.248279e-01,-4.398358e-01,-7.532203e-01
2.34348,-9.854421e-02,-1.350489e-01,-1.469431e-01,-6.018676e-01,-8.989907e-01,-1.157084e+00,-3.907274e-01,-8.146230e-01,-1.307278e+00,-2.035988e-01,-2.944623e-01,-3.678514e-01,-8.334890e-01,-1.243766e+00,-1.640441e+00,-9.202763e-01,-1.409312e+00,-1.908551e+00,-1.695905e-02,-2.488150e-02,-3.206625e-02,-1.613224e-01,-2.317971e-01,-2.922901e-01,-9.644849e-02,-4.076027e-01,-7.272561e-01
2.35920,-1.012343e-01,-1.387532e-01,-1.519036e-01,-5.919964e-01,-8.891752e-01,-1.159085e+00,-3.296657e-01,-7.457836e-01,-1.230448e+00,-2.071730e-01,-2.991632e-01,-3.734001e-01,-8.244562e-01,-1.229936e+00,-1.623583e+00,-8.926318e-01,-1.370979e+00,-1.861913e+00,-1.754272e-02,-2.575793e-02,-3.321980e-02,-1.636950e-01,-2.357124e-01,-2.965305e-01,-6.976215e-02,-3.751307e-01,-7.007276e-01
2.37492,-1.039445e-01,-1.426677e-01,-1.572145e-01,-5.809199e-01,-8.767878e-01,-1.156435e+00,-2.644627e-01,-6.741230e-01,-1.152901e+00,-2.108019e-01,-3.043080e-01,-3.794946e-01,-8.160837e-01,-1.216923e+00,-1.606757e+00,-8.644489e-01,-1.332119e+00,-1.814832e+00,-1.808158e-02,-2.658815e-02,-3.433854e-02,-1.650769e-01,-2.390576e-01,-3.009242e-01,-4.512048e-02,-3.430677e-01,-6.734646e-01
2.39064,-1.065152e-01,-1.466719e-01,-1.627250e-01,-5.691550e-01,-8.621435e-01,-1.148949e+00,-1.946464e-01,-5.990643e-01,-1.073672e+00,-2.141458e-01,-3.094998e-01,-3.860423e-01,-8.074138e-01,-1.204189e+00,-1.590257e+00,-8.361809e-01,-1.292701e+00,-1.767258e+00,-1.857383e-02,-2.735606e-02,-3.540072e-02,-1.660909e-01,-2.419133e-01,-3.054234e-01,-2.266081e-02,-3.121018e-01,-6.454894e-01
2.40635,-1.089575e-01,-1.506266e-01,-1.683054e-01,-5.573693e-01,-8.457479e-01,-1.136826e+00,-1.198762e-01,-5.202047e-01,-9.918661e-01,-2.171202e-01,-3.144156e-01,-3.928144e-01,-7.972856e-01,-1.190690e+00,-1.573645e+00,-8.083629e-01,-1.253095e+00,-1.719265e+00,-1.904741e-02,-2.807661e-02,-3.639725e-02,-1.676046e-01,-2.447304e-01,-3.100290e-01,-2.216961e-03,-2.826265e-01,-6.170858e-01
2.42207,-1.114527e-01,-1.545014e-01,-1.739180e-01,-5.460011e-01,-8.283239e-01,-1.120494e+00,-4.002998e-02,-4.372963e-01,-9.068449e-01,-2.199002e-01,-3.189796e-01,-3.995627e-01,-7.851029e-01,-1.175393e+00,-1.556074e+00,-7.811879e-01,-1.213769e+00,-1.670991e+00,-1.954005e-02,-2.879173e-02,-3.734767e-02,-1.702036e-01,-2.480443e-01,-3.147795e-01,1.666050e-02,-2.545739e-01,-5.886430e-01
2.43779,-1.141537e-01,-1.584029e-01,-1.795871e-01,-5.349672e-01,-8.105749e-01,-1.100517e+00,4.471789e-02,-3.502448e-01,-8.182752e-01,-2.227718e-01,-3.233763e-01,-4.061343e-01,-7.713012e-01,-1.157851e+00,-1.536786e+00,-7.543949e-01,-1.174904e+00,-1.622528e+00,-2.006282e-02,-2.953521e-02,-3.829075e-02,-1.738547e-01,-2.521416e-01,-3.197074e-01,3.459201e-02,-2.274491e-01,-5.603706e-01
2.45351,-1.170023e-01,-1.624548e-01,-1.853252e-01,-5.237201e-01,-7.928267e-01,-1.077611e+00,1.338974e-01,-2.591274e-01,-7.260935e-01,-2.259578e-01,-3.279096e-01,-4.125470e-01,-7.571613e-01,-1.138529e+00,-1.515476e+00,-7.275442e-01,-1.136294e+00,-1.573845e+00,-2.058553e-02,-3.029802e-02,-3.925202e-02,-1.779545e-01,-2.569006e-01,-3.248292e-01,5.214182e-02,-2.005165e-01,-5.320926e-01
2.46923,-1.197757e-01,-1.666403e-01,-1.911021e-01,-5.116594e-01,-7.748635e-01,-1.052611e+00,2.268278e-01,-1.641822e-01,-6.304600e-01,-2.295078e-01,-3.328181e-01,-4.189785e-01,-7.441517e-01,-1.118720e+00,-1.492418e+00,-7.004015e-01,-1.097608e+00,-1.524855e+00,-2.106163e-02,-3.103210e-02,-4.021731e-02,-1.817011e-01,-2.618934e-01,-3.301446e-01,6.952985e-02,-1.731348e-01,-5.032837e-01
2.48495,-1.223248e-01,-1.707798e-01,-1.968670e-01,-4.986183e-01,-7.561468e-01,-1.026287e+00,3.227303e-01,-6.573520e-02,-5.316989e-01,-2.332989e-01,-3.381622e-01,-4.256574e-01,-7.332629e-01,-1.100060e+00,-1.468474e+00,-6.731284e-01,-1.058764e+00,-1.475564e+00,-2.147226e-02,-3.169435e-02,-4.114329e-02,-1.845664e-01,-2.666456e-01,-3.356267e-01,8.651265e-02,-1.451125e-01,-4.733295e-01
2.50067,-1.247373e-01,-1.746979e-01,-2.025706e-01,-4.850498e-01,-7.363392e-01,-9.991450e-01,4.208281e-01,3.587429e-02,-4.302021e-01,-2.371332e-01,-3.438197e-01,-4.327278e-01,-7.246471e-01,-1.083862e+00,-1.444926e+00,-6.462214e-01,-1.020098e+00,-1.426211e+00,-2.184939e-02,-3.229051e-02,-4.199921e-02,-1.865974e-01,-2.708978e-01,-3.412361e-01,1.025999e-01,-1.168108e-01,-4.418690e-01
2.51639,-1.272471e-01,-1.784181e-01,-2.081627e-01,-4.717612e-01,-7.157618e-01,-9.714186e-01,5.204246e-01,1.403031e-01,-3.263396e-01,-2.408651e-01,-3.495642e-01,-4.401791e-01,-7.176183e-01,-1.070549e+00,-1.423087e+00,-6.202794e-01,-9.822473e-01,-1.377305e+00,-2.224959e-02,-3.287460e-02,-4.279858e-02,-1.883648e-01,-2.747434e-01,-3.469552e-01,1.174559e-01,-8.887901e-02,-4.090316e-01
2.53211,-1.300049e-01,-1.821700e-01,-2.136102e-01,-4.594114e-01,-6.953746e-01,-9.433073e-01,6.209622e-01,2.471747e-01,-2.204382e-01,-2.444743e-01,-3.551913e-01,-4.478585e-01,-7.109508e-01,-1.059440e+00,-1.403775e+00,-5.956961e-01,-9.458663e-01,-1.329536e+00,-2.269936e-02,-3.349987e-02,-4.358922e-02,-1.905840e-01,-2.785600e-01,-3.527891e-01,1.311625e-01,-6.181759e-02,-3.753971e-01
2.54783,-1.329667e-01,-1.861949e-01,-2.189535e-01,-4.481543e-01,-6.762476e-01,-9.152965e-01,7.220877e-01,3.560811e-01,-1.128274e-01,-2.480370e-01,-3.606328e-01,-4.555358e-01,-7.033758e-01,-1.049027e+00,-1.386953e+00,-5.724156e-01,-9.113423e-01,-1.283531e+00,-2.317008e-02,-3.416817e-02,-4.441013e-02,-1.936517e-01,-2.827566e-01,-3.587251e-01,1.441816e-01,-3.567789e-02,-3.416703e-01
2.56355,-1.359919e-01,-1.905517e-01,-2.243411e-01,-4.376518e-01,-6.589346e-01,-8.882610e-01,8.237366e-01,4.666533e-01,-3.868001e-03,-2.516351e-01,-3.659665e-01,-4.630195e-01,-6.941001e-01,-1.037626e+00,-1.371686e+00,-5.499132e-01,-8.785847e-01,-1.239615e+00,-2.360800e-02,-3.483020e-02,-4.525578e-02,-1.974006e-01,-2.874898e-01,-3.647030e-01,1.571023e-01,-1.006792e-02,-3.082897e-01
2.57926,-1.389919e-01,-1.951094e-01,-2.299692e-01,-4.273818e-01,-6.432124e-01,-8.631713e-01,9.261704e-01,5.786886e-01,1.061109e-01,-2.552935e-01,-3.713161e-01,-4.702755e-01,-6.831068e-01,-1.024105e+00,-1.356466e+00,-5.274144e-01,-8.469850e-01,-1.197708e+00,-2.398550e-02,-3.543535e-02,-4.608433e-02,-2.011964e-01,-2.925219e-01,-3.706182e-01,1.703327e-01,1.560395e-02,-2.752345e-01
2.59498,-1.419636e-01,-1.996918e-01,-2.359476e-01,-4.169976e-01,-6.283361e-01,-8.405859e-01,1.029819e+00,6.922734e-01,2.169344e-01,-2.589657e-01,-3.767443e-01,-4.774283e-01,-6.710853e-01,-1.008312e+00,-1.339805e+00,-5.042031e-01,-8.156004e-01,-1.157349e+00,-2.432649e-02,-3.598057e-02,-4.686175e-02,-2.042759e-01,-2.973161e-01,-3.763247e-01,1.839028e-01,4.180896e-02,-2.421218e-01
2.61070,-1.449340e-01,-2.042099e-01,-2.422057e-01,-4.065062e-01,-6.135812e-01,-8.203062e-01,1.134845e+00,8.077961e-01,3.286765e-01,-2.625426e-01,-3.822008e-01,-4.846153e-01,-6.590514e-01,-9.910046e-01,-1.320867e+00,-4.798628e-01,-7.835035e-01,-1.117785e+00,-2.468457e-02,-3.651232e-02,-4.759555e-02,-2.061421e-01,-3.013109e-01,-3.816288e-01,1.975211e-01,6.864086e-02,-2.084581e-01
2.62642,-1.479241e-01,-2.086905e-01,-2.485421e-01,-3.961714e-01,-5.986722e-01,-8.014631e-01,1.240556e+00,9.257586e-01,4.416942e-01,-2.658969e-01,-3.875296e-01,-4.918397e-01,-6.478892e-01,-9.734309e-01,-1.299795e+00,-4.543664e-01,-7.501311e-01,-1.078111e+00,-2.509175e-02,-3.708144e-02,-4.832523e-02,-2.068201e-01,-3.041923e-01,-3.863183e-01,2.108481e-01,9.577510e-02,-1.738856e-01
2.64214,-1.509477e-01,-2.132179e-01,-2.547955e-01,-3.862617e-01,-5.838283e-01,-7.830257e-01,1.345024e+00,1.046381e+00,5.566065e-01,-2.689451e-01,-3.925341e-01,-4.989508e-01,-6.380486e-01,-9.568341e-01,-1.277586e+00,-4.279850e-01,-7.154460e-01,-1.037520e+00,-2.552697e-02,-3.769411e-02,-4.908232e-02,-2.068178e-01,-3.060183e-01,-3.902294e-01,2.237650e-01,1.227051e-01,-1.383671e-01
2.65786,-1.540206e-01,-2.178560e-01,-2.609801e-01,-3.768776e-01,-5.694644e-01,-7.643992e-01,1.445245e+00,1.169150e+00,6.741888e-01,-2.716646e-01,-3.970617e-01,-5.057230e-01,-6.295015e-01,-9.420536e-01,-1.255638e+00,-4.010848e-01,-6.798397e-01,-9.956180e-01,-2.593693e-02,-3.830611e-02,-4.985983e-02,-2.068042e-01,-3.071519e-01,-3.932882e-01,2.364199e-01,1.490874e-01,-1.022345e-01
2.67358,-1.571728e-01,-2.226159e-01,-2.672540e-01,-3.679539e-01,-5.558428e-01,-7.456743e-01,1.537844e+00,1.292575e+00,7.951511e-01,-2.740722e-01,-4.010622e-01,-5.119465e-01,-6.218910e-01,-9.292887e-01,-1.235243e+00,-3.739390e-01,-6.438639e-01,-9.525635e-01,-2.628709e-02,-3.886610e-02,-5.061996e-02,-2.072154e-01,-3.080589e-01,-3.955016e-01,2.490648e-01,1.749335e-01,-6.599803e-02
2.68930,-1.604433e-01,-2.274833e-01,-2.737592e-01,-3.593502e-01,-5.429398e-01,-7.273735e-01,1.619949e+00,1.414377e+00,9.198289e-01,-2.762144e-01,-4.046052e-01,-5.175136e-01,-6.147104e-01,-9.180776e-01,-1.217156e+00,-3.465985e-01,-6.079646e-01,-9.089248e-01,-2.659441e-02,-3.936575e-02,-5.133273e-02,-2.080480e-01,-3.090753e-01,-3.969527e-01,2.619086e-01,2.005267e-01,-2.999623e-02
2.70502,-1.638420e-01,-2.324540e-01,-2.804962e-01,-3.509028e-01,-5.305250e-01,-7.099524e-01,1.689762e+00,1.532024e+00,1.047891e+00,-2.781551e-01,-4.078335e-01,-5.224886e-01,-6.074464e-01,-9.075267e-01,-1.201331e+00,-3.188359e-01,-5.723244e-01,-8.653567e-01,-2.691428e-02,-3.984995e-02,-5.200779e-02,-2.089429e-01,-3.102427e-01,-3.978044e-01,2.751268e-01,2.261924e-01,5.843777e-03
2.72074,-1.673265e-01,-2.375305e-01,-2.873422e-01,-3.424124e-01,-5.182741e-01,-6.934457e-01,1.746676e+00,1.643289e+00,1.178201e+00,-2.799406e-01,-4.108737e-01,-5.270826e-01,-5.997490e-01,-8.967346e-01,-1.186966e+00,-2.902274e-01,-5.368224e-01,-8.223368e-01,-2.729292e-02,-4.037849e-02,-5.268858e-02,-2.094495e-01,-3.113079e-01,-3.982547e-01,2.888970e-01,2.521598e-01,4.191628e-02
2.73645,-1.708433e-01,-2.427008e-01,-2.941773e-01,-3.336752e-01,-5.058428e-01,-6.774364e-01,1.791183e+00,1.746459e+00,1.308914e+00,-2.815879e-01,-4.137849e-01,-5.315227e-01,-5.915995e-01,-8.852096e-01,-1.172912e+00,-2.603481e-01,-5.011102e-01,-7.800697e-01,-2.772644e-02,-4.097352e-02,-5.341435e-02,-2.092940e-01,-3.119127e-01,-3.984452e-01,3.033252e-01,2.785647e-01,7.862014e-02
2.75217,-1.743959e-01,-2.479481e-01,-3.009938e-01,-3.246260e-01,-4.929821e-01,-6.612894e-01,1.824681e+00,1.840218e+00,1.437774e+00,-2.831137e-01,-4.165659e-01,-5.359274e-01,-5.832935e-01,-8.730399e-01,-1.158258e+00,-2.289052e-01,-4.647800e-01,-7.385028e-01,-2.816258e-02,-4.159861e-02,-5.418398e-02,-2.085418e-01,-3.118492e-01,-3.984164e-01,3.183601e-01,3.054501e-01,1.161516e-01
2.76789,-1.780608e-01,-2.532892e-01,-3.078897e-01,-3.154539e-01,-4.797034e-01,-6.445107e-01,1.849091e+00,1.923559e+00,1.562410e+00,-2.845425e-01,-4.191787e-01,-5.402741e-01,-5.752136e-01,-8.607427e-01,-1.142755e+00,-1.956693e-01,-4.274938e-01,-6.973834e-01,-2.854242e-02,-4.218740e-02,-5.495435e-02,-2.075865e-01,-3.111975e-01,-3.981588e-01,3.338483e-01,3.327220e-01,1.545249e-01
2.78361,-1.819252e-01,-2.587950e-01,-3.149706e-01,-3.065178e-01,-4.663422e-01,-6.270549e-01,1.866326e+00,1.995935e+00,1.680527e+00,-2.858811e-01,-4.215840e-01,-5.444377e-01,-5.676179e-01,-8.489317e-01,-1.126831e+00,-1.603037e-01,-3.889420e-01,-6.563323e-01,-2.884714e-02,-4.269725e-02,-5.567626e-02,-2.069390e-01,-3.102884e-01,-3.977044e-01,3.496794e-01,3.601907e-01,1.936321e-01
2.79933,-1.860094e-01,-2.645546e-01,-3.222810e-01,-2.981249e-01,-4.534124e-01,-6.093768e-01,1.877856e+00,2.057461e+00,1.790071e+00,-2.871229e-01,-4.237843e-01,-5.482806e-01,-5.606016e-01,-8.380226e-01,-1.111269e+00,-1.223093e-01,-3.486879e-01,-6.148934e-01,-2.911542e-02,-4.314488e-02,-5.633589e-02,-2.069188e-01,-3.095557e-01,-3.971833e-01,3.658751e-01,3.877249e-01,2.332582e-01
2.81505,-1.902545e-01,-2.706045e-01,-3.298299e-01,-2.903666e-01,-4.413452e-01,-5.921775e-01,1.884586e+00,2.108922e+00,1.889476e+00,-2.882933e-01,-4.258396e-01,-5.517601e-01,-5.541486e-01,-8.281050e-01,-1.096781e+00,-8.117500e-02,-3.061151e-01,-5.725391e-01,-2.941691e-02,-4.359607e-02,-5.696693e-02,-2.074728e-01,-3.093360e-01,-3.968385e-01,3.825780e-01,4.153704e-01,2.731691e-01
2.83077,-1.945848e-01,-2.769021e-01,-3.376381e-01,-2.830838e-01,-4.302890e-01,-5.760642e-01,1.887044e+00,2.151564e+00,1.977961e+00,-2.894531e-01,-4.278447e-01,-5.549799e-01,-5.481309e-01,-8.189632e-01,-1.083679e+00,-3.663195e-02,-2.605841e-01,-5.286946e-01,-2.979881e-02,-4.411683e-02,-5.762604e-02,-2.082479e-01,-3.096894e-01,-3.969733e-01,3.999813e-01,4.433371e-01,3.132621e-01
2.84649,-1.989707e-01,-2.833702e-01,-3.457366e-01,-2.759200e-01,-4.200543e-01,-5.613472e-01,1.885668e+00,2.186759e+00,2.055700e+00,-2.906440e-01,-4.298985e-01,-5.581518e-01,-5.422608e-01,-8.101934e-01,-1.071759e+00,1.117779e-02,-2.116849e-01,-4.828173e-01,-3.024941e-02,-4.472326e-02,-5.835106e-02,-2.088200e-01,-3.103490e-01,-3.977896e-01,4.182539e-01,4.719257e-01,3.536339e-01
2.86221,-2.034171e-01,-2.899544e-01,-3.541348e-01,-2.684422e-01,-4.101886e-01,-5.479920e-01,1.880978e+00,2.215715e+00,2.123717e+00,-2.918700e-01,-4.320746e-01,-5.615025e-01,-5.361450e-01,-8.013525e-01,-1.060432e+00,6.174410e-02,-1.594058e-01,-4.344963e-01,-3.070798e-02,-4.536973e-02,-5.913222e-02,-2.089137e-01,-3.108775e-01,-3.992161e-01,4.374992e-01,5.014471e-01,3.945497e-01
2.87793,-2.078938e-01,-2.966278e-01,-3.627946e-01,-2.603354e-01,-4.001350e-01,-5.356616e-01,1.873618e+00,2.239386e+00,2.183531e+00,-2.931155e-01,-4.343753e-01,-5.651710e-01,-5.294859e-01,-7.920729e-01,-1.049010e+00,1.143859e-01,-1.041106e-01,-3.835315e-01,-3.110854e-02,-4.598281e-02,-5.991924e-02,-2.085221e-01,-3.109474e-01,-4.009019e-01,4.577304e-01,5.321215e-01,4.363756e-01
