omega_eV,CsGeCl3_d0.1,CsGeCl3_d0.15,CsGeCl3_d0.2,CsGeBr3_d0.1,CsGeBr3_d0.15,CsGeBr3_d0.2,CsGeI3_d0.1,CsGeI3_d0.15,CsGeI3_d0.2,CsSnCl3_d0.1,CsSnCl3_d0.15,CsSnCl3_d0.2,CsSnBr3_d0.1,CsSnBr3_d0.15,CsSnBr3_d0.2,CsSnI3_d0.1,CsSnI3_d0.15,CsSnI3_d0.2,CsPbCl3_d0.1,CsPbCl3_d0.15,CsPbCl3_d0.2,CsPbBr3_d0.1,CsPbBr3_d0.15,CsPbBr3_d0.2,CsPbI3_d0.1,CsPbI3_d0.15,CsPbI3_d0.2
0.30000,-9.698350e-04,-1.591141e-03,-1.977353e-03,-6.204685e-03,-8.695930e-03,-8.693413e-03,-6.045526e-02,-7.146630e-02,-6.801710e-02,-3.705115e-03,-5.723057e-03,-6.687809e-03,-4.476176e-02,-5.912243e-02,-6.112195e-02,-2.206602e-01,-3.343101e-01,-3.523424e-01,-2.949405e-04,-4.944403e-04,-7.192653e-04,-2.779867e-03,-4.218920e-03,-5.562700e-03,-2.192055e-02,-3.030756e-02,-3.568171e-02
0.31572,-9.860345e-04,-1.615840e-03,-2.005783e-03,-6.356067e-03,-8.896663e-03,-8.873644e-03,-6.281537e-02,-7.398521e-02,-7.013091e-02,-3.774987e-03,-5.829210e-03,-6.804152e-03,-4.781057e-02,-6.295776e-02,-6.467251e-02,-2.355848e-01,-3.472999e-01,-3.754769e-01,-2.987367e-04,-5.003548e-04,-7.273482e-04,-2.841338e-03,-4.307940e-03,-5.674583e-03,-2.296758e-02,-3.165762e-02,-3.714731e-02
0.33144,-1.002601e-03,-1.641082e-03,-2.034801e-03,-6.512962e-03,-9.104413e-03,-9.059471e-03,-6.533057e-02,-7.665268e-02,-7.235384e-02,-3.847164e-03,-5.938802e-03,-6.924084e-03,-5.130453e-02,-6.732778e-02,-6.869069e-02,-2.491791e-01,-3.648338e-01,-3.952731e-01,-3.026021e-04,-5.063736e-04,-7.355693e-04,-2.905028e-03,-4.400086e-03,-5.790274e-03,-2.410019e-02,-3.311206e-02,-3.871847e-02
0.34716,-1.019545e-03,-1.666883e-03,-2.064423e-03,-6.675655e-03,-9.319530e-03,-9.251140e-03,-6.801636e-02,-7.948201e-02,-7.469445e-02,-3.921765e-03,-6.052006e-03,-7.047780e-03,-5.533410e-02,-7.232701e-02,-7.326580e-02,-2.629447e-01,-3.878342e-01,-4.128848e-01,-3.065384e-04,-5.124992e-04,-7.439319e-04,-2.971054e-03,-4.495523e-03,-5.909968e-03,-2.532897e-02,-3.468316e-02,-4.040679e-02
0.36288,-1.036878e-03,-1.693258e-03,-2.094667e-03,-6.844451e-03,-9.542386e-03,-9.448910e-03,-7.089041e-02,-8.248816e-02,-7.716222e-02,-3.998917e-03,-6.169007e-03,-7.175427e-03,-6.000349e-02,-7.805425e-02,-7.850253e-02,-2.789926e-01,-4.133699e-01,-4.305095e-01,-3.105474e-04,-5.187343e-04,-7.524393e-04,-3.039545e-03,-4.594425e-03,-6.033873e-03,-2.666631e-02,-3.638518e-02,-4.222565e-02
0.37860,-1.054612e-03,-1.720226e-03,-2.125548e-03,-7.019677e-03,-9.773380e-03,-9.653059e-03,-7.397299e-02,-8.568807e-02,-7.976777e-02,-4.078758e-03,-6.290003e-03,-7.307224e-03,-6.541961e-02,-8.459702e-02,-8.451803e-02,-2.989600e-01,-4.360303e-01,-4.497600e-01,-3.146308e-04,-5.250815e-04,-7.610950e-04,-3.110638e-03,-4.696981e-03,-6.162213e-03,-2.812677e-02,-3.823478e-02,-4.419050e-02
0.39431,-1.072759e-03,-1.747805e-03,-2.157086e-03,-7.201684e-03,-1.001294e-02,-9.863879e-03,-7.728742e-02,-8.910096e-02,-8.252297e-02,-4.161435e-03,-6.415207e-03,-7.443389e-03,-7.165919e-02,-9.200364e-02,-9.143169e-02,-3.235522e-01,-4.519535e-01,-4.703583e-01,-3.187906e-04,-5.315436e-04,-7.699027e-04,-3.184480e-03,-4.803396e-03,-6.295229e-03,-2.972756e-02,-4.025150e-02,-4.631933e-02
0.41003,-1.091332e-03,-1.776012e-03,-2.189300e-03,-7.390847e-03,-1.026152e-02,-1.008168e-02,-8.086071e-02,-9.274878e-02,-8.544117e-02,-4.247108e-03,-6.544848e-03,-7.584150e-03,-7.869540e-02,-1.002457e-01,-9.934223e-02,-3.526175e-01,-4.621633e-01,-4.901614e-01,-3.230287e-04,-5.381235e-04,-7.788662e-04,-3.261229e-03,-4.913886e-03,-6.433177e-03,-3.148916e-02,-4.245842e-02,-4.863316e-02
0.42575,-1.110344e-03,-1.804867e-03,-2.222208e-03,-7.587572e-03,-1.051960e-02,-1.030680e-02,-8.472430e-02,-9.665669e-02,-8.853745e-02,-4.335948e-03,-6.679173e-03,-7.729758e-03,-8.628067e-02,-1.091905e-01,-1.082874e-01,-3.850264e-01,-4.720575e-01,-5.066094e-01,-3.273470e-04,-5.448241e-04,-7.879891e-04,-3.341057e-03,-5.028688e-03,-6.576337e-03,-3.343604e-02,-4.488293e-02,-5.115669e-02
0.44147,-1.129809e-03,-1.834390e-03,-2.255831e-03,-7.792295e-03,-1.078773e-02,-1.053960e-02,-8.891501e-02,-1.008537e-01,-9.182893e-02,-4.428141e-03,-6.818447e-03,-7.880479e-03,-9.385255e-02,-1.186217e-01,-1.181911e-01,-4.183463e-01,-4.878193e-01,-5.186713e-01,-3.317478e-04,-5.516485e-04,-7.972756e-04,-3.424151e-03,-5.148056e-03,-6.725007e-03,-3.559767e-02,-4.755774e-02,-5.391911e-02
0.45719,-1.149741e-03,-1.864602e-03,-2.290190e-03,-8.005490e-03,-1.106645e-02,-1.078044e-02,-9.347620e-02,-1.053735e-01,-9.533513e-02,-4.523890e-03,-6.962960e-03,-8.036605e-03,-1.006480e-01,-1.283258e-01,-1.288287e-01,-4.493943e-01,-5.128948e-01,-5.278079e-01,-3.362330e-04,-5.585999e-04,-8.067298e-04,-3.510710e-03,-5.272265e-03,-6.879510e-03,-3.800966e-02,-5.052217e-02,-5.695515e-02
0.47291,-1.170155e-03,-1.895524e-03,-2.325307e-03,-8.227665e-03,-1.135639e-02,-1.102974e-02,-9.845923e-02,-1.102552e-01,-9.907839e-02,-4.623413e-03,-7.113021e-03,-8.198448e-03,-1.062055e-01,-1.381740e-01,-1.398718e-01,-4.759746e-01,-5.463732e-01,-5.371378e-01,-3.408050e-04,-5.656816e-04,-8.163558e-04,-3.600954e-03,-5.401615e-03,-7.040197e-03,-4.071533e-02,-5.382369e-02,-6.030631e-02
0.48863,-1.191066e-03,-1.927180e-03,-2.361203e-03,-8.459374e-03,-1.165820e-02,-1.128792e-02,-1.039253e-01,-1.155449e-01,-1.030845e-01,-4.726949e-03,-7.268971e-03,-8.366348e-03,-1.110438e-01,-1.480776e-01,-1.510435e-01,-4.979903e-01,-5.833574e-01,-5.496700e-01,-3.454660e-04,-5.728968e-04,-8.261580e-04,-3.695118e-03,-5.536427e-03,-7.207447e-03,-4.376746e-02,-5.751993e-02,-6.402254e-02
0.50435,-1.212492e-03,-1.959593e-03,-2.397904e-03,-8.701217e-03,-1.197260e-02,-1.155546e-02,-1.099478e-01,-1.212967e-01,-1.073833e-01,-4.834758e-03,-7.431175e-03,-8.540674e-03,-1.167491e-01,-1.578380e-01,-1.622724e-01,-5.166926e-01,-6.173617e-01,-5.670567e-01,-3.502183e-04,-5.802492e-04,-8.361411e-04,-3.793462e-03,-5.677055e-03,-7.381670e-03,-4.723051e-02,-6.168112e-02,-6.816424e-02
0.52007,-1.234448e-03,-1.992786e-03,-2.435432e-03,-8.953846e-03,-1.230035e-02,-1.183286e-02,-1.166147e-01,-1.275751e-01,-1.120098e-01,-4.947124e-03,-7.600035e-03,-8.721827e-03,-1.249667e-01,-1.671362e-01,-1.736185e-01,-5.333998e-01,-6.441786e-01,-5.891889e-01,-3.550645e-04,-5.877424e-04,-8.463097e-04,-3.896267e-03,-5.823883e-03,-7.563313e-03,-5.118296e-02,-6.639302e-02,-7.280481e-02
0.53579,-1.256952e-03,-2.026786e-03,-2.473814e-03,-9.217974e-03,-1.264230e-02,-1.212064e-02,-1.240324e-01,-1.344568e-01,-1.170046e-01,-5.064360e-03,-7.775988e-03,-8.910247e-03,-1.360615e-01,-1.758318e-01,-1.849331e-01,-5.490479e-01,-6.644896e-01,-6.142609e-01,-3.600071e-04,-5.953800e-04,-8.566686e-04,-4.003841e-03,-5.977328e-03,-7.752865e-03,-5.571953e-02,-7.176017e-02,-7.803378e-02
0.55151,-1.280022e-03,-2.061619e-03,-2.513075e-03,-9.494377e-03,-1.299935e-02,-1.241940e-02,-1.323287e-01,-1.420338e-01,-1.224162e-01,-5.186807e-03,-7.959512e-03,-9.106411e-03,-1.487350e-01,-1.843272e-01,-1.956290e-01,-5.640103e-01,-6.826906e-01,-6.393949e-01,-3.650487e-04,-6.031660e-04,-8.672229e-04,-4.116523e-03,-6.137849e-03,-7.950855e-03,-6.095239e-02,-7.790926e-02,-8.396051e-02
0.56722,-1.303678e-03,-2.097313e-03,-2.553243e-03,-9.783907e-03,-1.337251e-02,-1.272976e-02,-1.416563e-01,-1.504166e-01,-1.283019e-01,-5.314842e-03,-8.151133e-03,-9.310845e-03,-1.608528e-01,-1.935223e-01,-2.050042e-01,-5.775536e-01,-7.031537e-01,-6.620098e-01,-3.701920e-04,-6.111043e-04,-8.779778e-04,-4.234682e-03,-6.305950e-03,-8.157866e-03,-6.700960e-02,-8.499136e-02,-9.071834e-02
0.58294,-1.327939e-03,-2.133897e-03,-2.594347e-03,-1.008750e-02,-1.376285e-02,-1.305240e-02,-1.521949e-01,-1.597376e-01,-1.347300e-01,-5.448883e-03,-8.351428e-03,-9.524125e-03,-1.707423e-01,-2.042591e-01,-2.129715e-01,-5.878510e-01,-7.272998e-01,-6.811670e-01,-3.754399e-04,-6.191993e-04,-8.889386e-04,-4.358729e-03,-6.482181e-03,-8.374535e-03,-7.402759e-02,-9.318130e-02,-9.846852e-02
0.59866,-1.352827e-03,-2.171401e-03,-2.636416e-03,-1.040618e-02,-1.417157e-02,-1.338806e-02,-1.641490e-01,-1.701549e-01,-1.417825e-01,-5.589389e-03,-8.561032e-03,-9.746887e-03,-1.781587e-01,-2.166619e-01,-2.204041e-01,-5.932229e-01,-7.530979e-01,-6.977474e-01,-3.807952e-04,-6.274551e-04,-9.001110e-04,-4.489114e-03,-6.667152e-03,-8.601563e-03,-8.213326e-02,-1.026701e-01,-1.074027e-01
0.61438,-1.378362e-03,-2.209857e-03,-2.679480e-03,-1.074109e-02,-1.459997e-02,-1.373753e-02,-1.777374e-01,-1.818539e-01,-1.495575e-01,-5.736873e-03,-8.780650e-03,-9.979833e-03,-1.843513e-01,-2.298839e-01,-2.286328e-01,-5.935761e-01,-7.765589e-01,-7.135433e-01,-3.862610e-04,-6.358762e-04,-9.115007e-04,-4.626336e-03,-6.861533e-03,-8.839720e-03,-9.141191e-02,-1.136452e-01,-1.177413e-01
0.63010,-1.404568e-03,-2.249297e-03,-2.723573e-03,-1.109349e-02,-1.504948e-02,-1.410170e-02,-1.931688e-01,-1.950458e-01,-1.581719e-01,-5.891905e-03,-9.011063e-03,-1.022374e-02,-1.910114e-01,-2.425267e-01,-2.385924e-01,-5.909454e-01,-7.944176e-01,-7.301534e-01,-3.918405e-04,-6.444672e-04,-9.231138e-04,-4.770949e-03,-7.066070e-03,-9.089859e-03,-1.018633e-01,-1.262509e-01,-1.297214e-01
0.64582,-1.431469e-03,-2.289756e-03,-2.768728e-03,-1.146476e-02,-1.552170e-02,-1.448153e-02,-2.105994e-01,-2.099574e-01,-1.677640e-01,-6.055123e-03,-9.253138e-03,-1.047947e-02,-1.988284e-01,-2.535369e-01,-2.503094e-01,-5.889941e-01,-8.066210e-01,-7.480302e-01,-3.975370e-04,-6.532331e-04,-9.349563e-04,-4.923570e-03,-7.281589e-03,-9.352922e-03,-1.133634e-01,-1.405305e-01,-1.435692e-01
0.66154,-1.459088e-03,-2.331270e-03,-2.814979e-03,-1.185648e-02,-1.601838e-02,-1.487806e-02,-2.300781e-01,-2.268079e-01,-1.784924e-01,-6.227242e-03,-9.507846e-03,-1.074799e-02,-2.070791e-01,-2.628747e-01,-2.628802e-01,-5.917093e-01,-8.166588e-01,-7.660490e-01,-4.033537e-04,-6.621787e-04,-9.470348e-04,-5.084888e-03,-7.509009e-03,-9.629957e-03,-1.256627e-01,-1.563637e-01,-1.594453e-01
0.67726,-1.487453e-03,-2.373877e-03,-2.862363e-03,-1.227037e-02,-1.654146e-02,-1.529245e-02,-2.515111e-01,-2.457671e-01,-1.905312e-01,-6.409068e-03,-9.776270e-03,-1.103037e-02,-2.146834e-01,-2.713581e-01,-2.749120e-01,-6.019780e-01,-8.291344e-01,-7.822731e-01,-4.092943e-04,-6.713092e-04,-9.593560e-04,-5.255673e-03,-7.749360e-03,-9.922129e-03,-1.384383e-01,-1.734351e-01,-1.773681e-01
0.69298,-1.516590e-03,-2.417616e-03,-2.910918e-03,-1.270840e-02,-1.709313e-02,-1.572597e-02,-2.746882e-01,-2.669025e-01,-2.040549e-01,-6.601512e-03,-1.005963e-02,-1.132783e-02,-2.213933e-01,-2.799509e-01,-2.853724e-01,-6.209315e-01,-8.464081e-01,-7.955506e-01,-4.153623e-04,-6.806301e-04,-9.719268e-04,-5.436792e-03,-8.003793e-03,-1.023074e-02,-1.513682e-01,-1.912706e-01,-1.971362e-01
0.70870,-1.546529e-03,-2.462528e-03,-2.960684e-03,-1.317276e-02,-1.767580e-02,-1.618005e-02,-2.993757e-01,-2.901401e-01,-2.192099e-01,-6.805606e-03,-1.035931e-02,-1.164172e-02,-2.276842e-01,-2.892105e-01,-2.942265e-01,-6.481002e-01,-8.670011e-01,-8.064202e-01,-4.215617e-04,-6.901468e-04,-9.847544e-04,-5.629222e-03,-8.273605e-03,-1.055725e-02,-1.641642e-01,-2.093464e-01,-2.182999e-01
0.72441,-1.577298e-03,-2.508657e-03,-3.011702e-03,-1.366596e-02,-1.829220e-02,-1.665625e-02,-3.253934e-01,-3.152782e-01,-2.360729e-01,-7.022528e-03,-1.067686e-02,-1.197359e-02,-2.337564e-01,-2.991253e-01,-3.021903e-01,-6.818632e-01,-8.870075e-01,-8.166123e-01,-4.278963e-04,-6.998653e-04,-9.978463e-04,-5.834071e-03,-8.560258e-03,-1.090330e-02,-1.765572e-01,-2.272205e-01,-2.402239e-01
0.74013,-1.608930e-03,-2.556048e-03,-3.064016e-03,-1.419082e-02,-1.894540e-02,-1.715634e-02,-3.525949e-01,-3.420683e-01,-2.546096e-01,-7.253628e-03,-1.101407e-02,-1.232520e-02,-2.391657e-01,-3.091909e-01,-3.100102e-01,-7.201849e-01,-9.034350e-01,-8.279371e-01,-4.343702e-04,-7.097915e-04,-1.011210e-03,-6.052595e-03,-8.865412e-03,-1.127074e-02,-1.883218e-01,-2.445995e-01,-2.622331e-01
0.75585,-1.641457e-03,-2.604750e-03,-3.117671e-03,-1.475059e-02,-1.963888e-02,-1.768228e-02,-3.808299e-01,-3.703153e-01,-2.746615e-01,-7.500457e-03,-1.137296e-02,-1.269853e-02,-2.433301e-01,-3.186395e-01,-3.181379e-01,-7.616004e-01,-9.167668e-01,-8.412827e-01,-4.409878e-04,-7.199317e-04,-1.024854e-03,-6.286232e-03,-9.190952e-03,-1.166166e-02,-1.993650e-01,-2.612908e-01,-2.837812e-01
0.77157,-1.674913e-03,-2.654811e-03,-3.172714e-03,-1.534899e-02,-2.037659e-02,-1.823630e-02,-4.100300e-01,-3.999216e-01,-2.959855e-01,-7.764811e-03,-1.175586e-02,-1.309587e-02,-2.458607e-01,-3.267655e-01,-3.267592e-01,-8.056840e-01,-9.305334e-01,-8.559285e-01,-4.477534e-04,-7.302925e-04,-1.038787e-03,-6.536625e-03,-9.539032e-03,-1.207846e-02,-2.097524e-01,-2.771346e-01,-3.045505e-01
0.78729,-1.709337e-03,-2.706285e-03,-3.229196e-03,-1.599033e-02,-2.116303e-02,-1.882091e-02,-4.403416e-01,-4.308651e-01,-3.183369e-01,-8.048776e-03,-1.216548e-02,-1.351988e-02,-2.464537e-01,-3.332772e-01,-3.356649e-01,-8.525828e-01,-9.486378e-01,-8.697293e-01,-4.546718e-04,-7.408806e-04,-1.053017e-03,-6.805672e-03,-9.912128e-03,-1.252385e-02,-2.196016e-01,-2.920252e-01,-3.244156e-01
0.80301,-1.744764e-03,-2.759227e-03,-3.287168e-03,-1.667958e-02,-2.200339e-02,-1.943899e-02,-4.720698e-01,-4.631858e-01,-3.415495e-01,-8.354793e-03,-1.260495e-02,-1.397361e-02,-2.450315e-01,-3.384955e-01,-3.441102e-01,-9.020438e-01,-9.731406e-01,-8.804961e-01,-4.617477e-04,-7.517031e-04,-1.067554e-03,-7.095566e-03,-1.031309e-02,-1.300096e-02,-2.289843e-01,-3.059620e-01,-3.433079e-01
0.81873,-1.781236e-03,-2.813694e-03,-3.346684e-03,-1.742259e-02,-2.290365e-02,-2.009382e-02,-5.054737e-01,-4.970454e-01,-3.655565e-01,-8.685730e-03,-1.307791e-02,-1.446062e-02,-2.420589e-01,-3.431136e-01,-3.511923e-01,-9.524001e-01,-1.004036e+00,-8.876542e-01,-4.689861e-04,-7.627675e-04,-1.082406e-03,-7.408860e-03,-1.074522e-02,-1.351339e-02,-2.379218e-01,-3.190289e-01,-3.611204e-01
0.83445,-1.818796e-03,-2.869750e-03,-3.407803e-03,-1.822621e-02,-2.387075e-02,-2.078916e-02,-5.407355e-01,-5.327922e-01,-3.903521e-01,-9.044983e-03,-1.358867e-02,-1.498507e-02,-2.381946e-01,-3.475750e-01,-3.565979e-01,-1.000409e+00,-1.040626e+00,-8.931276e-01,-4.763924e-04,-7.740813e-04,-1.097585e-03,-7.748540e-03,-1.121238e-02,-1.406532e-02,-2.463863e-01,-3.313472e-01,-3.777456e-01
0.85017,-1.857487e-03,-2.927457e-03,-3.470584e-03,-1.909854e-02,-2.491278e-02,-2.152942e-02,-5.781585e-01,-5.709168e-01,-4.159710e-01,-9.436590e-03,-1.414229e-02,-1.555189e-02,-2.335276e-01,-3.516383e-01,-3.608256e-01,-1.043051e+00,-1.083012e+00,-9.012587e-01,-4.839720e-04,-7.856527e-04,-1.113099e-03,-8.118119e-03,-1.171906e-02,-1.466160e-02,-2.543060e-01,-3.430559e-01,-3.931879e-01
0.86589,-1.897358e-03,-2.986884e-03,-3.535089e-03,-2.004925e-02,-2.603927e-02,-2.231969e-02,-6.182248e-01,-6.119233e-01,-4.425445e-01,-9.865384e-03,-1.474481e-02,-1.616689e-02,-2.277091e-01,-3.545849e-01,-3.645601e-01,-1.080239e+00,-1.132108e+00,-9.175769e-01,-4.917305e-04,-7.974899e-04,-1.128960e-03,-8.521751e-03,-1.227058e-02,-1.530791e-02,-2.616346e-01,-3.542538e-01,-4.076261e-01
0.88161,-1.938457e-03,-3.048102e-03,-3.601386e-03,-2.108986e-02,-2.726145e-02,-2.316597e-02,-6.612721e-01,-6.562716e-01,-4.703578e-01,-1.033719e-02,-1.540343e-02,-1.683701e-02,-2.210160e-01,-3.558032e-01,-3.679781e-01,-1.115381e+00,-1.188160e+00,-9.465815e-01,-4.996740e-04,-8.096018e-04,-1.145180e-03,-8.964381e-03,-1.287323e-02,-1.601096e-02,-2.684390e-01,-3.649241e-01,-4.213565e-01
0.89732,-1.980838e-03,-3.111188e-03,-3.669544e-03,-2.223426e-02,-2.859271e-02,-2.407537e-02,-7.070957e-01,-7.044493e-01,-4.997929e-01,-1.085904e-02,-1.612683e-02,-1.757057e-02,-2.148752e-01,-3.552050e-01,-3.706204e-01,-1.152708e+00,-1.249637e+00,-9.899457e-01,-5.078087e-04,-8.219974e-04,-1.161769e-03,-9.451928e-03,-1.353451e-02,-1.677866e-02,-2.749303e-01,-3.749760e-01,-4.346124e-01
0.91304,-2.024555e-03,-3.176221e-03,-3.739636e-03,-2.349920e-02,-3.004899e-02,-2.505632e-02,-7.549454e-01,-7.569881e-01,-5.312072e-01,-1.143948e-02,-1.692549e-02,-1.837761e-02,-2.112780e-01,-3.533749e-01,-3.716741e-01,-1.193855e+00,-1.313825e+00,-1.046345e+00,-5.161411e-04,-8.346862e-04,-1.178741e-03,-9.991516e-03,-1.426340e-02,-1.762047e-02,-2.813635e-01,-3.843826e-01,-4.473902e-01
0.92876,-2.069668e-03,-3.243287e-03,-3.811739e-03,-2.490490e-02,-3.164947e-02,-2.611893e-02,-8.038766e-01,-8.141830e-01,-5.649298e-01,-1.208892e-02,-1.781210e-02,-1.927028e-02,-2.119786e-01,-3.514805e-01,-3.704139e-01,-1.236800e+00,-1.378220e+00,-1.112565e+00,-5.246781e-04,-8.476783e-04,-1.196107e-03,-1.059177e-02,-1.507074e-02,-1.854768e-02,-2.878280e-01,-3.932621e-01,-4.594959e-01
0.94448,-2.116239e-03,-3.312474e-03,-3.885934e-03,-2.647566e-02,-3.341718e-02,-2.727536e-02,-8.529645e-01,-8.755886e-01,-6.014176e-01,-1.281997e-02,-1.880208e-02,-2.026334e-02,-2.179886e-01,-3.507290e-01,-3.667188e-01,-1.277786e+00,-1.441220e+00,-1.184930e+00,-5.334267e-04,-8.609841e-04,-1.213881e-03,-1.126317e-02,-1.596964e-02,-1.957394e-02,-2.941686e-01,-4.018355e-01,-4.707989e-01
0.96020,-2.164334e-03,-3.383877e-03,-3.962308e-03,-2.824037e-02,-3.537980e-02,-2.854031e-02,-9.012077e-01,-9.396981e-01,-6.413638e-01,-1.364781e-02,-1.991407e-02,-2.137474e-02,-2.290862e-01,-3.515758e-01,-3.613510e-01,-1.314433e+00,-1.502011e+00,-1.260463e+00,-5.423944e-04,-8.746143e-04,-1.232078e-03,-1.201848e-02,-1.697607e-02,-2.071574e-02,-3.001481e-01,-4.102786e-01,-4.814002e-01
0.97592,-2.214022e-03,-3.457598e-03,-4.040950e-03,-3.023248e-02,-3.757032e-02,-2.993151e-02,-9.475636e-01,-1.004199e+00,-6.855496e-01,-1.459040e-02,-2.117038e-02,-2.262623e-02,-2.436815e-01,-3.535075e-01,-3.555234e-01,-1.347488e+00,-1.560568e+00,-1.337418e+00,-5.515890e-04,-8.885806e-04,-1.250711e-03,-1.287328e-02,-1.810949e-02,-2.199316e-02,-3.056577e-01,-4.186059e-01,-4.915614e-01
0.99164,-2.265379e-03,-3.533743e-03,-4.121957e-03,-3.248889e-02,-4.002745e-02,-3.147032e-02,-9.914236e-01,-1.066781e+00,-7.345246e-01,-1.566819e-02,-2.259714e-02,-2.404386e-02,-2.596772e-01,-3.557396e-01,-3.499390e-01,-1.380080e+00,-1.617901e+00,-1.415023e+00,-5.610188e-04,-9.028948e-04,-1.269796e-03,-1.384646e-02,-1.939361e-02,-2.343069e-02,-3.108031e-01,-4.267259e-01,-5.015228e-01
1.00736,-2.318483e-03,-3.612426e-03,-4.205428e-03,-3.504649e-02,-4.279506e-02,-3.318211e-02,-1.033066e+00,-1.126053e+00,-7.883917e-01,-1.690295e-02,-2.422369e-02,-2.565814e-02,-2.756761e-01,-3.581236e-01,-3.442345e-01,-1.415380e+00,-1.675659e+00,-1.492813e+00,-5.706922e-04,-9.175695e-04,-1.289350e-03,-1.496064e-02,-2.085714e-02,-2.505816e-02,-3.158622e-01,-4.345663e-01,-5.113755e-01
1.02308,-2.373419e-03,-3.693767e-03,-4.291472e-03,-3.793512e-02,-4.591984e-02,-3.509622e-02,-1.073427e+00,-1.182048e+00,-8.468678e-01,-1.831480e-02,-2.608045e-02,-2.750330e-02,-2.912799e-01,-3.614797e-01,-3.374604e-01,-1.454557e+00,-1.734978e+00,-1.570320e+00,-5.806185e-04,-9.326178e-04,-1.309388e-03,-1.624232e-02,-2.253436e-02,-2.691175e-02,-3.211165e-01,-4.421093e-01,-5.210806e-01
1.03880,-2.430275e-03,-3.777895e-03,-4.380201e-03,-4.116685e-02,-4.944561e-02,-3.724487e-02,-1.113286e+00,-1.236015e+00,-9.095099e-01,-1.991695e-02,-2.819424e-02,-2.961478e-02,-3.064835e-01,-3.672730e-01,-3.293225e-01,-1.496255e+00,-1.795692e+00,-1.647343e+00,-5.908070e-04,-9.480536e-04,-1.329930e-03,-1.772104e-02,-2.446506e-02,-2.903475e-02,-3.266356e-01,-4.493923e-01,-5.305800e-01
1.05452,-2.489148e-03,-3.864946e-03,-4.471735e-03,-4.472616e-02,-5.340357e-02,-3.966004e-02,-1.152789e+00,-1.289637e+00,-9.758814e-01,-2.170890e-02,-3.058056e-02,-3.202373e-02,-3.211549e-01,-3.768408e-01,-3.212500e-01,-1.537649e+00,-1.856689e+00,-1.724159e+00,-6.012676e-04,-9.638914e-04,-1.350992e-03,-1.942702e-02,-2.669301e-02,-3.147765e-02,-3.322110e-01,-4.565295e-01,-5.398257e-01
1.07023,-2.550140e-03,-3.955067e-03,-4.566201e-03,-4.857358e-02,-5.780041e-02,-4.236708e-02,-1.191842e+00,-1.344214e+00,-1.045544e+00,-2.367297e-02,-3.323465e-02,-3.474817e-02,-3.349656e-01,-3.904308e-01,-3.163259e-01,-1.576211e+00,-1.916963e+00,-1.801299e+00,-6.120109e-04,-9.801464e-04,-1.372595e-03,-2.138610e-02,-2.926179e-02,-3.429646e-02,-3.375181e-01,-4.636704e-01,-5.487530e-01
1.08595,-2.613360e-03,-4.048415e-03,-4.663736e-03,-5.267185e-02,-6.261310e-02,-4.537470e-02,-1.230687e+00,-1.400220e+00,-1.117926e+00,-2.578187e-02,-3.612788e-02,-3.778246e-02,-3.475061e-01,-4.067623e-01,-3.178974e-01,-1.611142e+00,-1.976302e+00,-1.879250e+00,-6.230479e-04,-9.968347e-04,-1.394759e-03,-2.361168e-02,-3.220653e-02,-3.754783e-02,-3.423754e-01,-4.709127e-01,-5.573588e-01
1.10167,-2.678924e-03,-4.145155e-03,-4.764482e-03,-5.701054e-02,-6.780381e-02,-4.866399e-02,-1.269799e+00,-1.457319e+00,-1.192201e+00,-2.801692e-02,-3.921804e-02,-4.109132e-02,-3.586102e-01,-4.238252e-01,-3.277887e-01,-1.643683e+00,-2.034984e+00,-1.958289e+00,-6.343902e-04,-1.013973e-03,-1.417506e-03,-2.609572e-02,-3.554134e-02,-4.127902e-02,-3.469180e-01,-4.782455e-01,-5.658077e-01
1.11739,-2.746958e-03,-4.245466e-03,-4.868593e-03,-6.157644e-02,-7.335305e-02,-5.218487e-02,-1.309301e+00,-1.514758e+00,-1.267319e+00,-3.037116e-02,-4.247075e-02,-4.461670e-02,-3.687798e-01,-4.403561e-01,-3.454519e-01,-1.676027e+00,-2.093061e+00,-2.038351e+00,-6.460499e-04,-1.031580e-03,-1.440858e-03,-2.880425e-02,-3.924611e-02,-4.551219e-02,-3.515457e-01,-4.855405e-01,-5.743667e-01
1.13311,-2.817597e-03,-4.349541e-03,-4.976233e-03,-6.628095e-02,-7.927269e-02,-5.587020e-02,-1.348681e+00,-1.571890e+00,-1.342197e+00,-3.281296e-02,-4.586466e-02,-4.829848e-02,-3.790961e-01,-4.565267e-01,-3.685938e-01,-1.709706e+00,-2.150185e+00,-2.119161e+00,-6.580401e-04,-1.049673e-03,-1.464840e-03,-3.168280e-02,-4.326036e-02,-5.022633e-02,-3.566234e-01,-4.926409e-01,-5.832030e-01
1.14883,-2.890985e-03,-4.457585e-03,-5.087575e-03,-7.096582e-02,-8.556220e-02,-5.966375e-02,-1.387090e+00,-1.628465e+00,-1.416008e+00,-3.525255e-02,-4.935882e-02,-5.209218e-02,-3.904984e-01,-4.733495e-01,-3.945880e-01,-1.744893e+00,-2.206061e+00,-2.200426e+00,-6.703744e-04,-1.068273e-03,-1.489476e-03,-3.466704e-02,-4.749206e-02,-5.534608e-02,-3.621573e-01,-4.995251e-01,-5.922288e-01
